1.387815,1.387815,1.387815,1.387815,1.387815,1.387815,1.387815,1.387815,1.387815
0.117483,0.117483,0.117483,0.117483,0.117483,0.117483,0.117483,0.117483,0.117483
1.853524,1.853524,1.853524,1.853524,1.853524,1.853524,1.853524,1.853524,1.853524
1.254745,1.254745,1.254745,1.254745,1.254745,1.254745,1.254745,1.254745,1.254745
0.583783,0.583783,0.583783,0.583783,0.583783,0.583783,0.583783,0.583783,0.583783
0.711564,0.711564,0.711564,0.711564,0.711564,0.711564,0.711564,0.711564,0.711564
4.067108,4.067108,4.067108,4.067108,4.067108,4.067108,4.067108,4.067108,4.067108
0.796725,0.796725,0.796725,0.796725,0.796725,0.796725,0.796725,0.796725,0.796725
0.174291,0.174291,0.174291,0.174291,0.174291,0.174291,0.174291,0.174291,0.174291
0.414133,0.414133,0.414133,0.414133,0.414133,0.414133,0.414133,0.414133,0.414133
0.341735,0.341735,0.341735,0.341735,0.341735,0.341735,0.341735,0.341735,0.341735
0.161330,0.161330,0.161330,0.161330,0.161330,0.161330,0.161330,0.161330,0.161330
0.104102,0.104102,0.104102,0.104102,0.104102,0.104102,0.104102,0.104102,0.104102
1.146399,1.146399,1.146399,1.146399,1.146399,1.146399,1.146399,1.146399,1.146399
0.552011,0.552011,0.552011,0.552011,0.552011,0.552011,0.552011,0.552011,0.552011
2.535840,2.535840,2.535840,2.535840,2.535840,2.535840,2.535840,2.535840,2.535840
2.001554,2.001554,2.001554,2.001554,2.001554,2.001554,2.001554,2.001554,2.001554
1.780852,1.780852,1.780852,1.780852,1.780852,1.780852,1.780852,1.780852,1.780852
0.957692,0.957692,0.957692,0.957692,0.957692,0.957692,0.957692,0.957692,0.957692
0.449338,0.449338,0.449338,0.449338,0.449338,0.449338,0.449338,0.449338,0.449338
1.377715,1.377715,1.377715,1.377715,1.377715,1.377715,1.377715,1.377715,1.377715
0.335889,0.335889,0.335889,0.335889,0.335889,0.335889,0.335889,0.335889,0.335889
0.417080,0.417080,0.417080,0.417080,0.417080,0.417080,0.417080,0.417080,0.417080
0.317704,0.317704,0.317704,0.317704,0.317704,0.317704,0.317704,0.317704,0.317704
4.744942,4.744942,4.744942,4.744942,4.744942,4.744942,4.744942,4.744942,4.744942
7.872240,7.872240,7.872240,7.872240,7.872240,7.872240,7.872240,7.872240,7.872240
1.010526,1.010526,1.010526,1.010526,1.010526,1.010526,1.010526,1.010526,1.010526
0.815521,0.815521,0.815521,0.815521,0.815521,0.815521,0.815521,0.815521,0.815521
3.746390,3.746390,3.746390,3.746390,3.746390,3.746390,3.746390,3.746390,3.746390
8.267479,8.267479,8.267479,8.267479,8.267479,8.267479,8.267479,8.267479,8.267479
1.721456,1.721456,1.721456,1.721456,1.721456,1.721456,1.721456,1.721456,1.721456
5.127990,5.127990,5.127990,5.127990,5.127990,5.127990,5.127990,5.127990,5.127990
1.348884,1.348884,1.348884,1.348884,1.348884,1.348884,1.348884,1.348884,1.348884
1.769996,1.769996,1.769996,1.769996,1.769996,1.769996,1.769996,1.769996,1.769996
0.946002,0.946002,0.946002,0.946002,0.946002,0.946002,0.946002,0.946002,0.946002
0.171679,0.171679,0.171679,0.171679,0.171679,0.171679,0.171679,0.171679,0.171679
0.743638,0.743638,0.743638,0.743638,0.743638,0.743638,0.743638,0.743638,0.743638
1.853567,1.853567,1.853567,1.853567,1.853567,1.853567,1.853567,1.853567,1.853567
1.176661,1.176661,1.176661,1.176661,1.176661,1.176661,1.176661,1.176661,1.176661
0.422366,0.422366,0.422366,0.422366,0.422366,0.422366,0.422366,0.422366,0.422366
9.958293,9.958293,9.958293,9.958293,9.958293,9.958293,9.958293,9.958293,9.958293
0.322759,0.322759,0.322759,0.322759,0.322759,0.322759,0.322759,0.322759,0.322759
4.706192,4.706192,4.706192,4.706192,4.706192,4.706192,4.706192,4.706192,4.706192
0.438447,0.438447,0.438447,0.438447,0.438447,0.438447,0.438447,0.438447,0.438447
0.229340,0.229340,0.229340,0.229340,0.229340,0.229340,0.229340,0.229340,0.229340
1.862271,1.862271,1.862271,1.862271,1.862271,1.862271,1.862271,1.862271,1.862271
0.440863,0.440863,0.440863,0.440863,0.440863,0.440863,0.440863,0.440863,0.440863
0.333044,0.333044,0.333044,0.333044,0.333044,0.333044,0.333044,0.333044,0.333044
2.609456,2.609456,2.609456,2.609456,2.609456,2.609456,2.609456,2.609456,2.609456
1.034473,1.034473,1.034473,1.034473,1.034473,1.034473,1.034473,1.034473,1.034473
